N,P,K,temperature,humidity,ph,rainfall,soil_type,season_duration,label
37.0,30.0,34.0,27.53907547,53.63549533,6.797779227,993.5408185,Sandy Loam,183,mango
11.0,27.0,30.0,27.69637763,48.5622488,6.39474303,898.5646496,Loam,179,mango
12.0,19.0,31.0,27.25373364,52.66319725,5.566704378,918.7312479,Loam,180,mango
3.0,28.0,33.0,30.33723921,48.88704844,5.755049971,944.2850522,Red Volcanic,181,mango
37.0,38.0,32.0,31.85744939,45.53106268,5.417340525,915.5845821,Sandy Loam,180,mango
26.0,37.0,30.0,35.39986338,49.45962621,6.166173834,974.1054011,Sandy Loam,182,mango
14.0,18.0,30.0,29.80747243,52.13797867,5.191265116,957.4606104,Sandy Loam,181,mango
40.0,16.0,35.0,34.16438906,54.16482251,4.954739564,983.3351125,Red Volcanic,182,mango
4.0,20.0,25.0,28.93270187,47.94053996,5.664587011,999.834242,Red Volcanic,183,mango
36.0,25.0,33.0,27.98392787,53.33018851,5.548584852,996.1465679,Loam,183,mango
30.0,17.0,31.0,31.20478173,54.49960506,6.804437106,946.2954663,Loam,181,mango
28.0,37.0,28.0,32.13409675,50.52559148,6.097869767,986.3333684,Loam,182,mango
38.0,15.0,30.0,28.91862016,48.13974548,5.075504537,970.1331604,Sandy Loam,182,mango
12.0,37.0,30.0,31.09779147,47.41196659,4.546466109,902.8624348,Sandy Loam,180,mango
38.0,19.0,31.0,34.73823882,49.08864345,5.855119268,906.5022183,Loam,180,mango
8.0,33.0,29.0,29.98080499,49.48613279,6.442393461,918.2271568,Sandy Loam,180,mango
15.0,27.0,28.0,33.80398664,46.12866113,4.507523551,908.2549241,Loam,180,mango
34.0,16.0,25.0,30.07202564,50.96040505,6.10729559,920.9609766,Red Volcanic,180,mango
11.0,36.0,31.0,27.92063282,51.77965917,6.47544932,1002.585673,Loam,183,mango
33.0,29.0,34.0,31.40948821,49.21729127,6.832979509,929.9739415,Red Volcanic,180,mango
12.0,31.0,26.0,35.7877738,51.94190321,5.395275719,1002.160615,Sandy Loam,183,mango
12.0,34.0,28.0,33.36140093,45.02236377,6.13526938,988.1596545,Loam,182,mango
5.0,16.0,31.0,35.96054636,48.69677802,4.555688532,980.0644238,Sandy Loam,182,mango
1.0,30.0,29.0,28.33333307,51.39586505,6.434197756,916.7241761,Red Volcanic,180,mango
16.0,35.0,31.0,32.27652024,50.19368841,5.316875978,959.9487068,Red Volcanic,181,mango
35.0,18.0,26.0,31.99490489,50.84881347,5.279388967,973.8741498,Red Volcanic,182,mango
4.0,40.0,26.0,27.58258929,48.56916221,6.720041791,958.445641,Sandy Loam,181,mango
9.0,29.0,34.0,29.38471637,45.88744691,5.72742254,1008.124659,Sandy Loam,183,mango
2.0,38.0,33.0,32.38697531,53.2328243,4.691396195,902.1633216,Sandy Loam,180,mango
26.0,32.0,32.0,30.91471455,49.92963856,6.810186079,901.4047759,Sandy Loam,180,mango
34.0,38.0,31.0,35.37775595,45.58110023,6.454045329,974.1586402,Red Volcanic,182,mango
5.0,32.0,33.0,32.32362177,52.5896771,5.842763773,933.6718816,Red Volcanic,181,mango
31.0,29.0,26.0,28.22373428,47.40519056,5.024124684,977.6832322,Loam,182,mango
34.0,34.0,35.0,27.27433181,47.16808054,6.422710539,952.57992,Loam,181,mango
36.0,19.0,32.0,27.10710832,50.70880979,4.94295037,923.7238878,Sandy Loam,180,mango
7.0,17.0,26.0,34.89226666,48.75613373,6.414526606,916.3074547,Red Volcanic,180,mango
38.0,15.0,27.0,33.7462686,48.50387598,6.777788126,922.6439205,Red Volcanic,180,mango
5.0,19.0,25.0,27.3511056,54.43945147,6.441328044,962.7792547,Red Volcanic,182,mango
37.0,36.0,26.0,32.89300162,52.61323969,4.650536197,944.9161372,Loam,181,mango
21.0,31.0,32.0,35.38598705,51.42664176,5.254532213,902.9643888,Loam,180,mango
37.0,36.0,27.0,27.5529736,47.90859131,5.910634533,904.0332704,Red Volcanic,180,mango
23.0,23.0,30.0,32.82141065,47.45553843,4.755273631,908.9173106,Red Volcanic,180,mango
36.0,26.0,26.0,30.17294105,51.0845903,6.814630246,952.3444287,Red Volcanic,181,mango
24.0,33.0,35.0,29.26382931,54.82257868,5.342866119,1007.586226,Loam,183,mango
26.0,18.0,30.0,32.06097197,51.08494181,6.336234624,965.9816497,Red Volcanic,182,mango
22.0,17.0,26.0,28.69818144,47.71875722,4.754435025,996.42454,Red Volcanic,183,mango
11.0,34.0,32.0,29.14305008,49.40983294,6.831706773,975.5155537,Sandy Loam,182,mango
29.0,35.0,28.0,28.3471611,53.53903102,6.967417766,904.0260445,Sandy Loam,180,mango
22.0,28.0,26.0,27.67256197,45.41692012,4.947683034,928.4991507,Loam,180,mango
23.0,24.0,32.0,28.1218093,46.16888595,5.630619901,933.0247448,Red Volcanic,181,mango
1.0,35.0,34.0,30.79375683,46.69536813,6.27339822,922.1318555,Red Volcanic,180,mango
2.0,24.0,34.0,28.89409382,54.80750249,6.472774648,947.6322976,Sandy Loam,181,mango
39.0,37.0,25.0,33.33024826,45.61143594,6.953246506,982.8583013,Loam,182,mango
15.0,36.0,27.0,27.78912455,53.96886679,5.643710216,910.1152997,Sandy Loam,180,mango
3.0,18.0,31.0,31.65333432,48.20662669,6.392313973,910.9745581,Sandy Loam,180,mango
8.0,38.0,32.0,29.75150773,46.73723302,4.981816523,914.05983,Sandy Loam,180,mango
33.0,31.0,34.0,31.32995611,50.22287593,5.421265283,897.8216168,Sandy Loam,179,mango
14.0,29.0,32.0,35.63627319,48.97047762,6.942520105,975.1952041,Red Volcanic,182,mango
18.0,20.0,26.0,31.66524687,51.98594645,5.435840509,899.8024312,Red Volcanic,179,mango
9.0,21.0,32.0,32.26935342,53.56092806,5.870116071,959.4035356,Sandy Loam,181,mango
20.0,30.0,27.0,27.81005614,51.59445462,4.74910393,958.9898581,Loam,181,mango
9.0,38.0,25.0,34.58561471,50.34035336,5.497946899,1003.060719,Loam,183,mango
26.0,24.0,34.0,31.27180992,52.23810152,6.811291098,897.4409017,Loam,179,mango
31.0,36.0,29.0,33.93679864,52.72170281,6.460542749,974.611918,Loam,182,mango
14.0,18.0,35.0,31.09154239,47.02058367,4.791146778,914.6664318,Sandy Loam,180,mango
40.0,16.0,35.0,31.89356292,49.02450149,6.4841522,895.9371481,Red Volcanic,179,mango
28.0,27.0,34.0,32.45465292,50.69693751,6.526654345,950.4871605,Loam,181,mango
0.0,17.0,30.0,35.47478322,47.97230503,6.279133738,977.9072474,Sandy Loam,182,mango
1.0,29.0,29.0,27.32961444,49.30347234,6.052026047,935.3197359,Loam,181,mango
2.0,36.0,31.0,30.90225239,49.95955487,5.73171945,917.7522598,Loam,180,mango
12.0,27.0,26.0,29.09382275,45.5661059,5.32307197,962.3520043,Sandy Loam,182,mango
7.0,28.0,35.0,30.02086169,46.78393776,4.66910839,966.3721027,Red Volcanic,182,mango
0.0,36.0,26.0,34.13072188,51.25786185,5.101206389,963.8808001,Red Volcanic,182,mango
26.0,35.0,31.0,33.44619894,53.05980465,5.339556562,980.5089394,Sandy Loam,182,mango
27.0,21.0,30.0,35.3915464,52.48823147,5.061081874,912.2881052,Red Volcanic,180,mango
22.0,38.0,31.0,31.53356352,53.06009323,5.821106036,985.7025046,Sandy Loam,182,mango
22.0,18.0,31.0,30.7645515,47.93791463,5.956027059,903.8503469,Sandy Loam,180,mango
28.0,23.0,28.0,30.01821337,50.0983181,5.676032581,960.8745082,Sandy Loam,182,mango
7.0,31.0,27.0,31.32863689,47.59319575,6.524114355,946.7344737,Red Volcanic,181,mango
29.0,34.0,26.0,33.88004781,54.39416048,6.273953676,892.9147581,Sandy Loam,179,mango
8.0,37.0,33.0,28.07802689,54.9640534,6.128167757,974.5373619,Loam,182,mango
39.0,16.0,27.0,35.53845018,52.94641947,4.934964765,915.4560427,Red Volcanic,180,mango
40.0,24.0,25.0,28.70595247,50.44030129,5.445008416,958.946444,Red Volcanic,181,mango
19.0,38.0,26.0,31.48451729,48.77926304,4.525722333,931.7221967,Red Volcanic,181,mango
21.0,21.0,30.0,27.69819273,51.41593238,5.403908328,1007.720705,Red Volcanic,183,mango
22.0,18.0,33.0,30.41235793,52.48100602,6.621623545,939.2375879,Loam,181,mango
31.0,20.0,30.0,32.17752026,54.01352682,6.207495815,918.8766069,Red Volcanic,180,mango
18.0,26.0,31.0,32.6112614,47.74916499,5.418475257,911.0190759,Red Volcanic,180,mango
24.0,130.0,195.0,29.99677232,81.54156612,6.112305667,671.2534492,Sandy Loam,164,grapes
13.0,144.0,204.0,30.7280404,82.42614055,6.092241627,683.8135469,Red Volcanic,165,grapes
22.0,123.0,205.0,32.44577836,83.88504863,5.896343436,687.3932528,Loam,166,grapes
36.0,125.0,196.0,37.46566825,80.65968681,6.15526103,668.3872293,Loam,168,grapes
24.0,131.0,196.0,22.03296178,83.74372787,5.732453638,653.4440794,Loam,161,grapes
2.0,123.0,198.0,39.64851881,82.21079946,6.253034534,703.9906054,Loam,169,grapes
35.0,140.0,197.0,16.77557314,82.75241875,6.106190557,667.6285469,Red Volcanic,158,grapes
11.0,122.0,195.0,12.14190714,83.56812483,5.647202395,696.3122027,Red Volcanic,156,grapes
6.0,123.0,203.0,12.7567962,81.62497448,6.130310493,667.7844567,Loam,156,grapes
17.0,134.0,204.0,39.04071989,80.18393287,6.499604931,738.8467027,Loam,169,grapes
25.0,130.0,197.0,39.70772192,82.68593454,5.554831977,749.1506217,Red Volcanic,169,grapes
27.0,145.0,205.0,9.467960445,82.29335466,5.800242694,660.2765219,Loam,154,grapes
9.0,122.0,201.0,29.58748357,80.91934392,5.570290539,680.6417307,Sandy Loam,164,grapes
16.0,139.0,203.0,17.82803682,80.96093443,6.27564088,658.4748763,Loam,158,grapes
32.0,141.0,204.0,8.825674745,82.89753705,5.536645599,672.35765,Loam,154,grapes
22.0,138.0,195.0,27.83487131,83.51444973,6.208196881,730.2882766,Sandy Loam,163,grapes
31.0,144.0,202.0,11.02105378,80.55557235,5.870600622,682.3963161,Sandy Loam,155,grapes
3.0,136.0,205.0,17.5862944,80.84806564,6.334771461,714.065452,Red Volcanic,158,grapes
28.0,122.0,197.0,19.89363946,82.73366439,5.856575335,696.6256816,Red Volcanic,159,grapes
4.0,136.0,204.0,29.93707596,81.77713468,5.898944282,655.2279323,Sandy Loam,164,grapes
39.0,145.0,201.0,36.73126647,80.58931938,5.775600435,722.4230804,Sandy Loam,168,grapes
38.0,132.0,197.0,20.42094753,81.54185044,5.931101816,669.3065667,Red Volcanic,160,grapes
36.0,133.0,198.0,25.51939719,83.98351748,6.2286454,691.7281221,Loam,162,grapes
25.0,121.0,201.0,30.50734778,82.71775569,5.594240603,700.8200379,Sandy Loam,165,grapes
15.0,125.0,199.0,18.4269936,80.55625868,5.569230319,697.5734306,Red Volcanic,159,grapes
24.0,140.0,205.0,12.087022,83.59398734,5.93202852,686.6813363,Loam,156,grapes
13.0,132.0,203.0,23.60115364,82.48336987,6.423216506,732.3901752,Sandy Loam,161,grapes
5.0,126.0,197.0,12.80000387,81.20876367,6.417500829,671.0439401,Loam,156,grapes
30.0,120.0,200.0,38.06099482,82.24729637,6.234904253,657.0148216,Red Volcanic,169,grapes
23.0,142.0,197.0,39.06555518,82.03812973,6.000573725,693.0772897,Sandy Loam,169,grapes
26.0,135.0,203.0,33.78372897,81.16314317,5.685102769,745.3557341,Loam,166,grapes
7.0,126.0,203.0,16.76201707,82.00335557,5.662140095,732.8712806,Sandy Loam,158,grapes
32.0,139.0,198.0,35.89307536,82.66850729,6.358186848,665.3946559,Loam,167,grapes
9.0,141.0,202.0,21.01245395,81.17931863,6.119495295,663.8448261,Red Volcanic,160,grapes
20.0,142.0,196.0,10.89875873,80.01639435,6.207600783,686.9420397,Red Volcanic,155,grapes
32.0,129.0,201.0,16.36251869,83.00471609,6.48754639,715.5665483,Sandy Loam,158,grapes
3.0,134.0,199.0,20.28370163,81.32235739,5.81717753,710.6611222,Loam,160,grapes
38.0,138.0,204.0,25.11108456,83.25447587,6.325480034,730.1026829,Sandy Loam,162,grapes
14.0,131.0,198.0,33.4641162,83.86742974,5.562790949,679.2204319,Sandy Loam,166,grapes
20.0,122.0,204.0,11.7976469,80.86325389,6.487369687,650.6962486,Loam,155,grapes
40.0,126.0,201.0,11.36300891,80.03100049,6.116982944,711.8289431,Loam,155,grapes
36.0,128.0,204.0,25.23542319,80.68700527,5.695792761,670.3840888,Loam,162,grapes
11.0,132.0,197.0,15.99050693,81.23966573,5.734317007,744.0198861,Red Volcanic,157,grapes
0.0,137.0,195.0,22.4359017,80.18612085,6.329499832,653.973168,Sandy Loam,161,grapes
19.0,123.0,200.0,34.76086052,81.03544763,6.167013532,657.0430027,Sandy Loam,167,grapes
31.0,136.0,197.0,31.11047251,83.34010951,5.653776058,714.3001582,Red Volcanic,165,grapes
4.0,134.0,200.0,28.57828803,80.95628959,5.840256272,733.4232097,Loam,164,grapes
39.0,139.0,201.0,41.18664903,81.01783402,5.539980812,686.8895899,Red Volcanic,170,grapes
8.0,127.0,196.0,27.02766138,83.17093908,5.833302165,709.5666003,Red Volcanic,163,grapes
39.0,138.0,203.0,21.19339319,82.33098331,6.399433771,746.2834921,Red Volcanic,160,grapes
32.0,120.0,204.0,10.38004759,83.44518113,6.138958698,673.917379,Sandy Loam,155,grapes
12.0,142.0,203.0,31.3115978,82.56407013,5.972850838,650.1095312,Red Volcanic,165,grapes
8.0,133.0,195.0,20.46657776,80.97598029,6.456079585,712.9813872,Sandy Loam,160,grapes
8.0,139.0,199.0,29.36947679,81.53996362,6.336426667,661.3442813,Sandy Loam,164,grapes
21.0,134.0,202.0,10.72302459,80.02130636,6.425419926,652.982112,Sandy Loam,155,grapes
40.0,140.0,195.0,14.97846952,80.49979873,6.294395676,716.3437433,Loam,157,grapes
39.0,127.0,202.0,15.3246651,81.67215994,6.477768039,716.0102999,Sandy Loam,157,grapes
19.0,120.0,195.0,18.73932187,81.12109244,5.931538447,735.5807954,Sandy Loam,159,grapes
21.0,139.0,201.0,19.3642553,83.36094029,5.980598579,671.5094741,Loam,159,grapes
17.0,136.0,195.0,41.20733624,81.61051026,6.389783283,659.0227462,Sandy Loam,170,grapes
33.0,139.0,203.0,33.34214482,82.51034633,5.693287415,706.8098614,Red Volcanic,166,grapes
22.0,133.0,201.0,23.81995682,80.12211649,6.00299607,672.739864,Red Volcanic,161,grapes
32.0,130.0,196.0,40.66012294,81.24995984,6.372959542,740.3030056,Sandy Loam,170,grapes
37.0,135.0,205.0,11.82768186,80.2827185,5.510924849,741.0225057,Loam,155,grapes
15.0,140.0,195.0,13.28504331,83.54193816,5.69945282,658.0006004,Red Volcanic,156,grapes
39.0,132.0,196.0,35.83089092,83.32560104,5.778594403,736.7984885,Loam,167,grapes
40.0,121.0,199.0,26.18159716,81.03886263,6.315586313,660.5911698,Loam,163,grapes
40.0,132.0,202.0,24.57558351,80.70695797,5.971813006,697.06113,Red Volcanic,162,grapes
29.0,142.0,203.0,29.67229086,83.71498986,5.891195653,664.8490371,Loam,164,grapes
32.0,121.0,199.0,39.37102553,81.25353895,6.129812716,740.8101744,Red Volcanic,169,grapes
6.0,140.0,205.0,17.66558428,82.92903419,6.313085601,698.671263,Loam,158,grapes
8.0,120.0,196.0,24.06679352,82.66396666,6.053662544,698.1855775,Red Volcanic,162,grapes
34.0,133.0,202.0,15.31413469,80.09711412,5.804799142,748.2144653,Sandy Loam,157,grapes
35.0,135.0,199.0,21.77466746,80.54942557,6.400719746,693.9630398,Red Volcanic,160,grapes
16.0,145.0,199.0,26.91624843,80.76838926,5.953966361,693.0927185,Red Volcanic,163,grapes
8.0,136.0,201.0,41.65602996,82.22118237,5.609255992,741.9664838,Red Volcanic,170,grapes
25.0,129.0,195.0,17.98667801,81.17712085,5.777271492,723.7127689,Red Volcanic,158,grapes
16.0,130.0,201.0,29.12033769,82.79092939,5.682395429,688.503047,Loam,164,grapes
39.0,129.0,203.0,34.38922481,83.18392806,5.863996687,710.3001556,Sandy Loam,167,grapes
38.0,135.0,203.0,41.36106301,82.79782954,6.444373116,699.2107482,Red Volcanic,170,grapes
33.0,120.0,205.0,35.12158265,82.26890793,5.550832178,697.1518491,Loam,167,grapes
35.0,125.0,204.0,19.6491772,80.15215777,6.107741788,736.9529586,Sandy Loam,159,grapes
1.0,132.0,200.0,16.27852801,82.94270065,5.620745638,665.7462809,Sandy Loam,158,grapes
39.0,140.0,203.0,21.11903604,80.63399198,6.349875906,692.7779761,Sandy Loam,160,grapes
28.0,145.0,202.0,19.2077707,82.9042841,6.484323189,668.3113717,Sandy Loam,159,grapes
6.0,128.0,200.0,25.96308415,82.57813624,5.838748311,703.1782647,Red Volcanic,162,grapes
6.0,139.0,199.0,25.67385024,81.6212135,6.29099842,741.0919422,Red Volcanic,162,grapes
29.0,122.0,196.0,41.94865736,81.15595212,5.638328481,730.6862952,Loam,170,grapes
37.0,144.0,197.0,11.18994268,80.8084305,6.415555956,663.4234944,Loam,155,grapes
38.0,120.0,197.0,17.5438296,82.94703302,6.323722572,737.7063744,Loam,158,grapes
38.0,141.0,198.0,13.05809741,80.28297993,5.757009965,707.5633584,Sandy Loam,156,grapes
14.0,121.0,203.0,9.724457611,83.74765639,6.158689406,744.6411148,Sandy Loam,154,grapes
6.0,125.0,204.0,27.92004934,82.93262435,5.733539807,699.2092839,Red Volcanic,163,grapes
32.0,138.0,197.0,9.535585543,80.73112694,5.908724337,694.4115171,Sandy Loam,154,grapes
11.0,124.0,204.0,13.42988625,80.06633966,6.361141107,714.0043037,Sandy Loam,156,grapes
23.0,138.0,200.0,9.851242629,80.22631717,5.96537863,684.2802444,Sandy Loam,154,grapes
40.0,143.0,201.0,24.97256132,82.72828653,6.476757723,667.0016285,Loam,162,grapes
6.0,142.0,202.0,27.23708304,82.94573346,6.224542938,704.2508897,Loam,163,grapes
37.0,124.0,195.0,18.70679077,83.4795292,6.209928251,665.964488,Red Volcanic,159,grapes
35.0,134.0,204.0,9.949929082,82.55138983,5.841138354,660.0817551,Sandy Loam,154,grapes
119.0,25.0,51.0,26.47330219,80.92254421,6.283818329,536.5742581,Loam,88,watermelon
119.0,19.0,55.0,25.18780042,83.44621709,6.818261383,468.7420883,Sandy Loam,88,watermelon
105.0,30.0,50.0,25.29954705,81.77527562,6.37620108,570.4147057,Sandy Loam,88,watermelon
114.0,8.0,50.0,24.74631269,88.30866319,6.581587932,579.5826144,Sandy Loam,88,watermelon
93.0,22.0,52.0,26.58740671,81.32563243,6.932739726,418.7540028,Loam,88,watermelon
80.0,26.0,55.0,24.53442564,88.989272,6.140099215,491.1618732,Sandy Loam,88,watermelon
85.0,27.0,45.0,26.0713757,88.7285657,6.467095849,577.9652846,Loam,88,watermelon
85.0,22.0,53.0,25.96534238,89.77076659,6.849471704,594.6338556,Sandy Loam,88,watermelon
82.0,22.0,45.0,26.22338015,85.34866045,6.512196212,546.0159289,Sandy Loam,88,watermelon
118.0,13.0,54.0,24.41311871,89.81574032,6.039584629,440.7843475,Sandy Loam,88,watermelon
83.0,25.0,53.0,26.49195283,80.04678201,6.057697106,577.2799157,Loam,88,watermelon
86.0,15.0,47.0,24.04355803,84.18406764,6.423898762,537.8929956,Sandy Loam,88,watermelon
101.0,10.0,47.0,25.5421695,83.31883376,6.936997681,575.7343233,Loam,88,watermelon
119.0,9.0,50.0,26.74550678,83.9195902,6.251286661,407.94305,Loam,88,watermelon
104.0,17.0,46.0,25.7131428,80.22972777,6.190015912,430.8961827,Loam,88,watermelon
95.0,12.0,51.0,25.76484262,84.1726996,6.681606702,442.2066914,Sandy Loam,88,watermelon
102.0,14.0,52.0,26.79489868,89.64815231,6.51075991,577.4091817,Sandy Loam,88,watermelon
109.0,21.0,55.0,24.9004602,89.73524177,6.770278088,574.4942094,Sandy Loam,88,watermelon
81.0,18.0,50.0,26.80750629,88.22874955,6.429788073,587.9889057,Sandy Loam,88,watermelon
103.0,17.0,51.0,25.11189154,80.02621335,6.209888345,442.0656987,Loam,88,watermelon
105.0,14.0,50.0,26.2148837,87.6883982,6.419052193,596.5590798,Loam,88,watermelon
97.0,8.0,52.0,24.9103226,86.97190046,6.237861736,494.8575692,Loam,88,watermelon
120.0,19.0,49.0,25.79448878,84.26830701,6.762471629,564.5229202,Sandy Loam,88,watermelon
95.0,16.0,55.0,25.26931156,87.55055105,6.612847999,401.2650421,Loam,88,watermelon
83.0,29.0,52.0,25.76402693,87.5931128,6.704688865,460.5122728,Sandy Loam,88,watermelon
83.0,9.0,45.0,25.85483596,89.13163965,6.049609892,468.5176955,Loam,88,watermelon
91.0,21.0,50.0,24.33528185,81.44030363,6.762030215,483.2113628,Sandy Loam,88,watermelon
116.0,5.0,54.0,25.37601283,80.99313508,6.65398725,572.3028471,Sandy Loam,88,watermelon
112.0,28.0,54.0,24.86094646,85.05318563,6.738030547,552.9563514,Loam,88,watermelon
88.0,29.0,51.0,24.71885473,88.94568335,6.095689937,484.5978627,Loam,88,watermelon
118.0,15.0,45.0,24.21495706,84.20576992,6.538006356,480.1138482,Loam,88,watermelon
92.0,21.0,48.0,25.81692236,82.043255,6.377427122,548.2963379,Loam,88,watermelon
106.0,14.0,45.0,24.47018505,84.16390229,6.417011754,572.6773002,Sandy Loam,88,watermelon
99.0,5.0,47.0,24.13078816,84.84494575,6.649086972,511.9470197,Loam,88,watermelon
98.0,8.0,51.0,26.1793464,86.52258079,6.25933595,494.3050977,Loam,88,watermelon
108.0,22.0,46.0,26.17668721,86.7295205,6.121168559,533.3484977,Loam,88,watermelon
119.0,7.0,55.0,26.03867719,84.6378378,6.031424482,443.993381,Sandy Loam,88,watermelon
117.0,27.0,48.0,26.53259325,82.39053979,6.835268184,543.0660782,Sandy Loam,88,watermelon
109.0,10.0,53.0,26.81938687,87.8274604,6.551750306,460.6193778,Loam,88,watermelon
80.0,16.0,46.0,25.50405534,81.40297428,6.940236218,484.7833278,Sandy Loam,88,watermelon
100.0,18.0,52.0,26.20234499,80.38266489,6.87606733,564.7941847,Loam,88,watermelon
91.0,7.0,53.0,25.13735887,89.28272716,6.457216535,435.2897517,Sandy Loam,88,watermelon
86.0,6.0,53.0,25.92030221,83.47202566,6.921847888,421.0681516,Sandy Loam,88,watermelon
107.0,5.0,52.0,26.6634609,89.98405233,6.881425746,574.0847165,Sandy Loam,88,watermelon
103.0,16.0,49.0,24.06731461,81.64075303,6.915717008,517.5212401,Sandy Loam,88,watermelon
101.0,20.0,48.0,24.6774157,82.75411437,6.206247494,570.5709413,Loam,88,watermelon
85.0,25.0,47.0,26.11440416,87.64081095,6.29542477,584.8160844,Loam,88,watermelon
84.0,7.0,51.0,26.81530456,87.65694462,6.399669044,557.4073582,Loam,88,watermelon
102.0,28.0,54.0,25.15623099,80.27525115,6.862157042,554.9541453,Sandy Loam,88,watermelon
98.0,25.0,52.0,25.2801372,83.15393658,6.224066378,492.9456609,Loam,88,watermelon
97.0,25.0,50.0,26.22005978,80.90127035,6.093814669,490.8553937,Loam,88,watermelon
90.0,16.0,45.0,24.92093261,80.61750795,6.291540278,505.5710813,Loam,88,watermelon
95.0,12.0,46.0,26.21667586,81.01009354,6.32281728,546.5423596,Sandy Loam,88,watermelon
82.0,23.0,49.0,26.81383586,87.21986949,6.873283991,517.0497792,Sandy Loam,88,watermelon
82.0,25.0,51.0,24.31334971,87.47409052,6.074209622,481.1248366,Sandy Loam,88,watermelon
110.0,28.0,46.0,24.29105004,88.04541346,6.49889585,512.6046418,Loam,88,watermelon
118.0,21.0,51.0,24.42998931,86.33904774,6.678805092,485.8241822,Loam,88,watermelon
120.0,20.0,45.0,25.66576039,88.6984228,6.114128685,542.2722466,Loam,88,watermelon
91.0,7.0,52.0,25.07803672,83.46230461,6.405054243,563.9962921,Sandy Loam,88,watermelon
81.0,6.0,55.0,24.88910524,85.87059083,6.110142735,517.0699144,Sandy Loam,88,watermelon
101.0,13.0,54.0,25.42900869,82.91481799,6.828982708,563.4144589,Loam,88,watermelon
101.0,17.0,55.0,24.37118217,87.1269128,6.451499764,446.3907691,Sandy Loam,88,watermelon
111.0,6.0,53.0,26.4930645,88.59143088,6.313512999,460.6382209,Sandy Loam,88,watermelon
107.0,10.0,49.0,25.83202912,89.00481725,6.755192025,452.4690619,Sandy Loam,88,watermelon
115.0,11.0,46.0,24.41592661,89.39655519,6.623167177,403.2161859,Sandy Loam,88,watermelon
84.0,25.0,52.0,24.37190239,81.2514818,6.12532356,442.0899581,Loam,88,watermelon
120.0,7.0,47.0,24.24782473,83.03687902,6.653867608,547.657624,Sandy Loam,88,watermelon
91.0,12.0,46.0,24.64458469,85.49938185,6.343942518,483.1219031,Sandy Loam,88,watermelon
89.0,22.0,52.0,24.89681131,86.10782926,6.217300786,531.4626213,Sandy Loam,88,watermelon
113.0,19.0,46.0,25.41864024,81.12122989,6.286387658,495.2320689,Sandy Loam,88,watermelon
97.0,22.0,50.0,26.26028739,86.14585891,6.7698938,589.7878791,Loam,88,watermelon
117.0,30.0,50.0,24.90123934,87.20772913,6.744966312,465.9207341,Loam,88,watermelon
90.0,14.0,52.0,24.84740848,89.20454622,6.391858432,596.7927244,Sandy Loam,88,watermelon
104.0,23.0,47.0,26.98212846,86.70068316,6.770434148,429.1292205,Sandy Loam,88,watermelon
81.0,16.0,45.0,26.90435747,86.25426228,6.727468157,597.5980023,Sandy Loam,88,watermelon
88.0,5.0,47.0,25.86475496,86.67468041,6.662244646,411.6554802,Sandy Loam,88,watermelon
92.0,7.0,45.0,26.70607759,81.14149505,6.944640222,515.1033554,Sandy Loam,88,watermelon
81.0,18.0,50.0,26.44019475,80.91934337,6.507110986,478.1847573,Sandy Loam,88,watermelon
111.0,5.0,55.0,26.283443,84.42478917,6.520663422,507.8669728,Loam,88,watermelon
108.0,23.0,51.0,26.84366082,83.85039964,6.106500787,402.28644,Sandy Loam,88,watermelon
113.0,30.0,50.0,26.03967219,83.9862443,6.277484043,438.7712348,Loam,88,watermelon
83.0,10.0,53.0,24.92994759,85.00802358,6.195142279,487.5859458,Loam,88,watermelon
101.0,11.0,51.0,25.50736962,84.24340241,6.792035575,442.068997,Sandy Loam,88,watermelon
114.0,21.0,55.0,25.4438391,87.9392312,6.472756256,575.1549686,Loam,88,watermelon
99.0,6.0,45.0,26.12588914,86.5507939,6.000975617,407.1210074,Loam,88,watermelon
92.0,20.0,55.0,25.10474753,87.5267616,6.587791262,592.6519444,Loam,88,watermelon
92.0,7.0,48.0,26.27520631,86.63249555,6.956508826,543.8748495,Loam,88,watermelon
91.0,24.0,55.0,26.27061608,83.09194521,6.259086583,467.6837499,Loam,88,watermelon
110.0,21.0,54.0,26.73690828,87.82430156,6.747537642,474.6447019,Loam,88,watermelon
112.0,25.0,51.0,25.04746944,85.5667282,6.932537231,567.2496677,Sandy Loam,88,watermelon
89.0,25.0,54.0,24.69368934,85.56967628,6.353107393,489.9390828,Loam,88,watermelon
100.0,10.0,53.0,24.54356968,84.60808277,6.211748957,420.0660251,Loam,88,watermelon
83.0,22.0,54.0,25.89762315,81.96664832,6.277245254,544.9960057,Loam,88,watermelon
95.0,14.0,50.0,26.6333118,84.31756844,6.560443519,563.1866159,Sandy Loam,88,watermelon
119.0,30.0,49.0,25.35794749,80.45846265,6.903020221,477.2078245,Loam,88,watermelon
97.0,12.0,47.0,25.28784623,89.63667876,6.765094964,582.8697664,Sandy Loam,88,watermelon
110.0,7.0,45.0,26.63838589,84.69546874,6.189213927,483.2428609,Loam,88,watermelon
96.0,18.0,50.0,25.3310446,84.30533791,6.904241707,415.3218699,Sandy Loam,88,watermelon
83.0,23.0,55.0,26.89750174,83.89241484,6.463271076,439.7193745,Sandy Loam,88,watermelon
120.0,24.0,47.0,26.98603693,89.4138489,6.260838965,585.4876687,Loam,88,watermelon
