N,P,K,temperature,humidity,ph,rainfall,soil_type,season_duration,label
70,43,72,20.9,71,5.94,659,Silty Loam,251,Maize
83,34,32,27.7,63,6.85,581,Silty Loam,227,Beans
72,74,86,27.8,62,7.01,508,Clay,190,Tomato
61,11,14,34.6,49,7.29,297,Silty Loam,231,Sorghum
75,35,48,29.8,53,7.05,393,Loam,178,Tomato
68,69,61,22.6,47,7.36,701,Silty Loam,233,Wheat
56,11,61,23.3,88,6.81,739,Silty Loam,111,Cassava
92,49,43,24.1,66,6.01,2226,Sandy Loam,148,Tea
61,28,23,19.9,82,5.83,892,Silty Clay,234,Cassava
35,0,59,15.4,53,7.69,761,Silty Loam,174,Wheat
40,7,26,25.5,54,7.07,290,Sandy Loam,202,Sorghum
27,10,25,29.3,64,6.37,373,Clay,194,Sorghum
114,19,35,24.0,94,5.14,2820,Loam,107,Tea
52,30,38,20.6,77,6.12,273,Clay,222,Maize
68,29,101,28.9,81,6.87,1187,Loam,180,Cassava
94,43,39,25.8,53,7.2,496,Clay,188,Maize
39,32,45,19.3,56,6.92,660,Silty Clay,218,Beans
66,28,28,19.9,61,5.79,375,Silty Loam,198,Beans
105,42,58,19.5,71,6.34,530,Sandy Loam,163,Maize
87,68,84,23.5,74,6.43,753,Sandy Loam,194,Tomato
37,4,61,29.2,79,6.53,1115,Loam,184,Cassava
123,51,63,25.7,50,6.82,288,Sandy Loam,244,Tomato
44,34,97,27.4,74,5.94,530,Loam,153,Cassava
53,52,43,19.1,64,6.24,723,Clay,148,Maize
13,14,78,21.9,86,5.72,1405,Loam,219,Cassava
104,76,40,26.5,67,5.99,792,Silty Loam,203,Tomato
60,8,112,24.1,62,6.93,714,Sandy Loam,187,Cassava
43,9,25,13.3,39,6.15,411,Loam,269,Wheat
81,15,8,23.3,72,5.42,392,Silty Loam,184,Beans
44,15,34,30.9,55,7.2,1433,Silty Loam,109,Cassava
84,92,46,19.7,66,7.53,844,Clay,163,Tomato
28,19,34,14.5,74,8.18,518,Clay,173,Wheat
69,19,56,27.2,68,6.49,820,Sandy Loam,175,Maize
125,63,58,21.6,59,6.54,540,Sandy Loam,173,Tomato
68,42,42,16.7,57,7.13,1055,Loam,147,Tomato
73,71,81,26.7,66,7.34,594,Loam,177,Tomato
112,68,78,27.1,78,7.48,276,Sandy Loam,181,Tomato
9,17,112,30.2,69,4.96,1073,Sandy Loam,114,Cassava
93,49,16,17.1,62,6.59,633,Silty Clay,159,Wheat
126,21,27,21.6,74,6.32,744,Loam,257,Wheat
40,36,113,28.8,88,5.87,858,Clay,207,Cassava
62,14,61,25.9,72,7.22,1510,Clay,182,Cassava
36,23,11,26.6,60,5.98,749,Clay,211,Beans
41,27,58,16.8,72,6.29,504,Clay,172,Beans
53,25,72,28.3,60,5.93,648,Clay,145,Maize
49,40,36,22.7,70,7.27,318,Sandy Loam,190,Beans
128,20,53,19.9,90,6.34,595,Loam,211,Maize
60,23,57,25.7,74,6.74,698,Loam,143,Maize
23,29,75,31.6,92,5.52,683,Loam,179,Cassava
30,1,49,31.4,55,7.3,804,Sandy Loam,273,Cassava
50,32,82,32.1,88,7.41,852,Silty Loam,141,Cassava
130,37,43,27.4,67,7.54,767,Clay,160,Tomato
7,20,53,30.5,76,5.97,901,Loam,137,Cassava
81,52,50,26.7,67,6.27,313,Loam,281,Maize
141,37,51,17.1,70,5.18,1960,Clay,176,Tea
36,39,71,21.4,63,7.32,301,Silty Loam,246,Maize
119,27,85,24.8,81,6.6,624,Loam,216,Tomato
32,32,120,30.2,78,7.18,715,Loam,180,Cassava
50,16,21,22.7,50,7.17,400,Loam,237,Sorghum
110,26,29,26.4,63,5.7,724,Loam,177,Maize
45,56,38,21.9,58,7.03,400,Loam,213,Wheat
68,72,40,20.6,86,6.11,2987,Loam,151,Tea
63,7,37,19.0,80,6.71,358,Silty Loam,89,Beans
49,21,29,28.7,57,6.27,719,Clay,162,Maize
8,26,9,31.0,61,7.79,218,Sandy Loam,144,Sorghum
62,41,36,24.3,77,6.24,398,Sandy Loam,172,Beans
93,15,18,24.5,75,5.63,361,Sandy Loam,190,Beans
66,33,31,21.2,55,6.64,188,Loam,210,Beans
75,58,78,12.5,67,6.62,723,Silty Clay,197,Wheat
51,29,46,21.3,56,7.22,651,Sandy Loam,156,Maize
121,78,60,28.7,64,6.46,1176,Sandy Loam,183,Tomato
61,31,85,21.0,53,6.03,505,Silty Clay,197,Maize
74,29,76,18.3,36,6.4,410,Loam,230,Wheat
68,7,40,22.9,73,7.27,349,Loam,190,Maize
29,32,12,29.2,45,7.39,215,Loam,193,Sorghum
43,37,52,26.7,66,5.07,1360,Clay,238,Cassava
25,26,46,27.6,37,6.05,523,Clay,161,Sorghum
34,47,44,18.2,76,7.22,656,Clay,122,Wheat
82,38,31,31.0,76,5.78,646,Sandy Loam,214,Maize
40,27,37,20.7,42,5.53,508,Sandy Loam,150,Beans
59,20,41,34.7,66,7.72,187,Loam,152,Sorghum
28,19,65,26.9,59,7.49,513,Loam,153,Sorghum
21,36,37,32.8,72,5.69,1485,Silty Loam,199,Cassava
27,23,99,28.4,70,5.53,1054,Silty Loam,153,Cassava
1,28,21,28.7,70,7.2,1029,Silty Loam,135,Cassava
57,28,37,16.8,46,7.35,679,Sandy Loam,202,Wheat
64,27,38,26.6,42,6.08,391,Clay,225,Sorghum
131,32,71,21.3,44,6.52,401,Sandy Loam,221,Wheat
15,22,113,22.4,91,7.16,1317,Sandy Loam,257,Cassava
